unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
129,scene,waterfall-block-s,0.045540855,black-c,139916835,3641390,977986,0.006859197,cat,4163987,1706501,173626,0.03047748,head,4946761,796367,100417,0.017795879,fabric,8548746,1037775,145858,0.015449974,waterfall-block-s,326144,704638,44898,0.045540855,pleated,1505280,578783,44617,0.02187702
130,scene,coast-s,0.079565152,blue-c,61494563,3838889,942984,0.014644776,sea,2272224,3665705,229952,0.040286077,body,1291612,1656427,67356,0.023381955,cardboard,114873,113611,406,0.001780093,coast-s,1103872,1285807,176122,0.079565152,,24924928,371634,269967,0.010787205
131,part,body,0.074233468,white-c,72511065,3796859,475689,0.006272913,signboard,661129,2739162,138475,0.042453345,body,1291612,1156073,169144,0.074233468,paper,471596,538004,28101,0.028630697,reception-s,790272,1200997,62867,0.032600568,swirly,1605632,387371,20524,0.01040518
132,scene,theater-indoor_procenium-s,0.033089589,red-c,21004512,3592145,254950,0.010473793,sofa,4094071,1827897,162401,0.028196738,back pillow,282308,994960,32287,0.025933729,fabric,8548746,1310251,139794,0.014383278,theater-indoor_procenium-s,288512,836224,36025,0.033089589,,24924928,90623,75670,0.003034096
133,scene,waterfall-block-s,0.044191236,green-c,63326720,3712145,632960,0.009531682,waterfall,258712,2042949,65886,0.029468976,arm,2299112,955005,59624,0.018664621,skin,177664,735484,10154,0.011244814,waterfall-block-s,326144,873071,50752,0.044191236,veined,1806336,516954,49722,0.02186959
134,object,sink,0.074793658,grey-c,159331282,3789856,1158657,0.007153861,sink,489770,1124957,112367,0.074793658,lid,90429,752000,32439,0.040048643,ceramic,679072,886059,48926,0.032268724,bathroom-s,9257472,875880,690258,0.073096593,spiralled,1605632,44540,8713,0.005308083
135,scene,field-cultivated-s,0.064101713,red-c,21004512,3703285,870536,0.036519968,flower,591549,1642367,87474,0.040753023,body,1291612,687170,22370,0.011434197,food,1104928,810421,23135,0.012226418,field-cultivated-s,639744,851768,89849,0.064101713,frilly,1618176,982380,154340,0.063093365
136,scene,classroom-s,0.065378977,red-c,21004512,3691988,187471,0.007649059,seat,1488057,2823240,145841,0.035012013,screen,677188,1165989,61253,0.034374642,glass,2246777,733655,19161,0.006470532,classroom-s,639744,1639238,139854,0.065378977,,24924928,317611,303744,0.012179578
137,scene,water_tower-s,0.069845674,grey-c,159331282,3771589,1123835,0.006938151,sink,489770,1383417,85884,0.048052289,lid,90429,597103,22366,0.033624689,ceramic,679072,679999,29581,0.022249885,water_tower-s,275968,977062,81805,0.069845674,spiralled,1605632,213968,45024,0.025371694
138,material,metal,0.029991343,black-c,139916835,3622574,1089940,0.007651415,building,35246027,1673252,503317,0.013821329,coach,689166,580359,12184,0.009690291,metal,3462561,1251250,137257,0.029991343,bus_interior-s,351232,991146,31627,0.024128915,,24924928,196398,180670,0.007243996
139,texture,lined,0.101582178,white-c,72511065,3687919,633549,0.008384111,windowpane,8841352,1671648,186274,0.01803805,garage door,63629,645636,14578,0.02098499,plastic-opaque,577397,519699,15424,0.014259406,doorway-outdoor-s,225792,934884,53469,0.048291783,lined,1568000,800622,218422,0.101582178
140,scene,field-cultivated-s,0.07456228,green-c,63326720,3909154,1210002,0.01832618,grass,12961339,3791412,1075826,0.06862481,torso,7669375,2144922,330248,0.034821414,leather,470954,150796,1108,0.001785248,field-cultivated-s,639744,1177502,126096,0.07456228,knitted,1856512,240151,14979,0.007195617
141,texture,grid,0.120368857,white-c,72511065,3770684,620470,0.008200628,skyscraper,1270392,1470267,94778,0.035820961,muzzle,666221,502787,10585,0.009137422,tile,3959469,326121,22855,0.005361581,jail_cell-s,238336,789258,43986,0.044719034,grid,1682240,1511777,343155,0.120368857
142,scene,conference_room-s,0.088262982,orange-c,30348501,3747613,234229,0.006917187,desk,916228,2555644,93822,0.027774012,screen,677188,1029182,38719,0.023217688,paper,471596,869985,13554,0.010206118,conference_room-s,2308096,1532186,311464,0.088262982,,24924928,300624,224277,0.008970622
143,scene,alley-s,0.036851711,black-c,139916835,3728227,1115898,0.007829261,building,35246027,2949519,1189659,0.032147831,balcony,317196,845753,22515,0.019742484,brick,422313,176701,5461,0.009200526,alley-s,1091328,2077999,112644,0.036851711,flecked,1580544,539189,61241,0.029750419
144,texture,interlaced,0.120767582,orange-c,30348501,3743143,254943,0.007534511,painting,2207098,1482707,74199,0.020521871,headboard,500152,622239,14345,0.012946213,wallpaper,479323,973401,15701,0.01092606,parlor-s,1003520,952610,91724,0.049197439,interlaced,1630720,776329,259370,0.120767582
145,object,motorbike,0.068663319,red-c,21004512,3641997,202868,0.008299418,motorbike,1440771,2530975,255191,0.068663319,wheel,1513439,1516119,143028,0.049550152,fabric,8548746,683381,61786,0.00673759,locker_room-s,200704,947744,54256,0.049585448,,24924928,260412,183475,0.007338453
146,scene,reception-s,0.049846831,orange-c,30348501,3700150,372059,0.011048,counter,599104,2046590,53521,0.020647156,back pillow,282308,817894,20433,0.018923492,glass,2246777,1073782,21792,0.006606105,reception-s,790272,1593611,113187,0.049846831,,24924928,133117,106586,0.004271734
147,scene,shoe_shop-s,0.071067227,brown-c,182265724,3651506,1186786,0.00642442,shelf,1919975,1170306,66849,0.022110304,body,1291612,402102,20411,0.01219803,metal,3462561,1453573,83414,0.017260259,shoe_shop-s,577024,767627,89220,0.071067227,,24924928,113886,93515,0.003748803
148,scene,lighthouse-s,0.094993062,blue-c,61494563,3721256,513578,0.007937561,house,1833277,3194889,128665,0.026260838,column,193649,956413,16660,0.014699109,foliage,30325,166328,679,0.003464745,lighthouse-s,589568,1911233,216950,0.094993062,,24924928,287100,232586,0.009311097
149,material,food,0.065219834,yellow-c,34166024,3683705,378720,0.010107014,case,608750,1511642,61861,0.030051041,shop window,233888,537687,22914,0.030606643,food,1104928,1359571,150893,0.065219834,bakery-shop-s,715008,878821,72815,0.047872669,waffled,1555456,337007,52051,0.028282254
150,object,tree,0.044872134,green-c,63326720,3766251,1229018,0.018659949,tree,21215516,3461970,1059777,0.044872134,wheel,1513439,1090767,15618,0.006033405,glass,2246777,74312,2954,0.0012743,river-s,627200,1573064,69582,0.032657149,cobwebbed,1505280,435304,21815,0.011369269
151,texture,lacelike,0.071793808,white-c,72511065,3770985,578032,0.00763542,airplane,1293178,2363508,147455,0.042019177,body,1291612,1506926,89294,0.03295901,wallpaper,479323,382628,2253,0.002620688,landing_deck-s,338688,690709,43004,0.043597227,lacelike,1530368,805717,156482,0.071793808
152,scene,airport_terminal-s,0.053977329,green-c,63326720,3722088,405860,0.006090067,airplane,1293178,2146625,142275,0.043145957,body,1291612,832779,103171,0.051043924,granite,1315719,685956,20547,0.010371364,airport_terminal-s,1480192,1134301,133896,0.053977329,cobwebbed,1505280,243303,26633,0.015466767
153,object,motorbike,0.066432588,white-c,72511065,3737466,643065,0.008505536,motorbike,1440771,3353221,298638,0.066432588,wheel,1513439,2142372,188567,0.05438527,ceramic,679072,145640,2223,0.002702772,lighthouse-s,589568,726579,61324,0.048870638,potholed,1580544,275109,14099,0.007656034
154,scene,kitchen-s,0.034582832,brown-c,182265724,3677749,1194969,0.006468085,door,5745972,1607524,167909,0.023367472,pane,480756,954341,20387,0.014410727,granite,1315719,1575999,25706,0.008969258,kitchen-s,9006592,1420419,348542,0.034582832,sprinkled,1718528,23248,1624,0.000933252
155,scene,mountain_snowy-s,0.139037646,blue-c,61494563,3753578,748836,0.011609986,mountain,5469345,3015193,719614,0.092674957,coach,689166,807769,62175,0.043334774,glass,2246777,319554,8452,0.0033043,mountain_snowy-s,1793792,1840745,443653,0.139037646,,24924928,485747,284694,0.011330662
156,texture,waffled,0.049702226,yellow-c,34166024,3762101,449253,0.011986834,sheep,811669,1839942,101718,0.039891086,torso,7669375,771122,158173,0.019097659,food,1104928,538046,32239,0.020015086,hayfield-s,200704,840598,42653,0.042710702,waffled,1555456,1392639,139589,0.049702226
157,scene,cockpit-s,0.077795298,black-c,139916835,3641677,993597,0.006969436,toilet,310112,762315,40877,0.039626775,water tank,81859,419550,17581,0.036337293,metal,3462561,1724774,91394,0.017934666,cockpit-s,539392,479768,73563,0.077795298,,24924928,42440,38040,0.001525914
158,object,book,0.043174137,brown-c,182265724,3709497,1227183,0.006642468,book,615007,1221137,75993,0.043174137,top,381885,471443,19028,0.022807144,paper,471596,1887734,21773,0.009314425,bookstore-s,401408,782263,43171,0.037852696,crystalline,1530368,98205,5869,0.003616803
159,scene,alley-s,0.033522438,white-c,72511065,3706627,1307438,0.017453392,sky,36650987,3255504,989443,0.02542441,balcony,317196,922556,12012,0.00978383,brick,422313,128865,2727,0.004972185,alley-s,1091328,1666484,89450,0.033522438,,24924928,333043,254545,0.010180405
160,object,bicycle,0.067606447,black-c,139916835,3752096,994139,0.006967867,bicycle,1152271,2181107,211087,0.067606447,wheel,1513439,1202699,108960,0.041792313,glass,2246777,845842,13980,0.004540968,television_studio-s,200704,836010,55542,0.056607812,meshed,1756160,226364,13415,0.006812726
161,scene,stadium-baseball-s,0.055761411,green-c,63326720,3712774,567920,0.008543802,grandstand,516123,2725596,103401,0.032947904,torso,7669375,1236399,186141,0.021347343,food,1104928,407554,12306,0.008203038,stadium-baseball-s,150528,966665,59006,0.055761411,cobwebbed,1505280,671527,36448,0.017028919
162,part,shop window,0.059333684,yellow-c,34166024,3755489,230027,0.00610289,building,35246027,2852893,859947,0.023092662,shop window,233888,1135501,76700,0.059333684,glass,2246777,650285,8712,0.003016255,supermarket-s,388864,1955748,93078,0.041339815,,24924928,302790,296063,0.011874984
163,object,cat,0.080563469,red-c,21004512,3683016,171434,0.006992713,cat,4163987,1954923,456207,0.080563469,head,4946761,1525609,278870,0.045026237,fabric,8548746,1227032,145960,0.015157088,sandbox-s,200704,488584,30484,0.046271729,paisley,1555456,223164,49647,0.028714734
164,scene,airport_terminal-s,0.094783833,green-c,63326720,3816432,519631,0.007799513,ceiling,12122565,2319821,213186,0.01498229,top,381885,740336,11831,0.010654815,food,1104928,1136279,20623,0.009287197,airport_terminal-s,1480192,1397952,249183,0.094783833,,24924928,503153,466599,0.01869276
165,texture,stratified,0.12804801,blue-c,61494563,3683307,376140,0.005804475,sea,2272224,2022736,179451,0.043603598,headboard,500152,680355,22692,0.019598986,fabric,8548746,517551,90869,0.010124197,landing_deck-s,338688,1121038,75584,0.054607114,stratified,1568000,885950,278555,0.12804801
166,part,garage door,0.03716153,red-c,21004512,3664445,159297,0.006499356,curtain,3110939,2119323,185630,0.036797531,garage door,63629,811754,31365,0.03716153,fabric,8548746,929542,96166,0.01024992,hangar-outdoor-s,125440,1226519,31831,0.024112056,,24924928,161089,134750,0.005400527
167,scene,sandbox-s,0.035408699,orange-c,30348501,3800683,224778,0.006625849,cup,140967,1173880,22517,0.017423568,arm,2299112,672132,51573,0.017663977,food,1104928,2302721,36988,0.010973515,sandbox-s,200704,352431,18916,0.035408699,,24924928,112330,97969,0.0039283
168,object,train,0.259580455,black-c,139916835,3853638,1124437,0.007882708,train,1646804,3178718,994467,0.259580455,coach,689166,2371417,341720,0.125684891,carpet,4405463,492133,30724,0.006312884,train_station-outdoor-s,137984,470956,29330,0.050602992,interlaced,1630720,331026,22896,0.011809062
169,part,head,0.085905238,pink-c,18491188,3731258,137319,0.006217714,dog,3793935,3506148,511861,0.075404281,head,4946761,2398466,581076,0.085905238,fur,103280,110095,4672,0.022385878,street-s,28111104,1265114,503437,0.017436388,freckled,1555456,201928,55228,0.03244591
170,scene,amphitheater-s,0.092904059,white-c,72511065,3799083,544305,0.007184042,grandstand,516123,1184259,79333,0.048939298,headboard,500152,295202,6136,0.007774785,fabric,8548746,205314,66048,0.007602199,amphitheater-s,275968,790608,90666,0.092904059,striped,2433536,2261143,390927,0.090833998
171,scene,highway-s,0.037875014,grey-c,159331282,3745869,1084406,0.006694164,road,12902886,2748894,427708,0.028094192,wheel,1513439,1584762,64350,0.021210666,fabric,8548746,495988,100879,0.011279141,highway-s,4076800,992577,184996,0.037875014,porous,1856512,449014,46886,0.02075851
172,scene,street-s,0.063418214,black-c,139916835,3757758,1000180,0.007010227,car,5354795,3310741,373021,0.044982855,shop window,233888,1795245,26091,0.013025688,glass,2246777,231086,3320,0.001341662,street-s,28111104,2452517,1822698,0.063418214,,24924928,106204,105371,0.004227393
173,scene,street-s,0.079492065,grey-c,159331282,3768278,1195668,0.007385048,car,5354795,3444831,383212,0.045531505,crosswalk,241792,2404627,44892,0.017256019,glass,2246777,123680,3723,0.001573054,street-s,28111104,2737137,2271615,0.079492065,potholed,1580544,109141,13591,0.008108734
174,scene,closet-s,0.097321746,black-c,139916835,3702678,1147292,0.008052742,apparel,217035,1827878,88522,0.045247601,arm,2299112,706922,38888,0.013106197,fabric,8548746,1174111,63109,0.006533193,closet-s,990976,1092263,184763,0.097321746,polka-dotted,1705984,352111,23670,0.011634737
175,scene,conference_room-s,0.093091123,green-c,63326720,3741387,347446,0.005207472,seat,1488057,2932401,122490,0.028499514,top,381885,797417,26716,0.023179181,carpet,4405463,493293,14567,0.002982481,conference_room-s,2308096,1912143,359409,0.093091123,,24924928,588868,481667,0.019241951
176,scene,car_interior-backseat-s,0.047498405,black-c,139916835,3680401,834056,0.005842235,tent,221716,1588081,76130,0.043912701,coach,689166,745891,18193,0.012840329,metal,3462561,1156219,76996,0.01695281,car_interior-backseat-s,163072,511694,30597,0.047498405,,24924928,245324,145682,0.005821559
177,scene,castle-s,0.089501918,red-c,21004512,3718186,137356,0.005586906,motorbike,1440771,2808220,130900,0.031786573,body,1291612,1342174,50146,0.019409051,fur,103280,430939,4011,0.007564956,castle-s,865536,1303135,178155,0.089501918,sprinkled,1718528,434134,32347,0.015255752
178,object,dog,0.069490171,green-c,63326720,3771393,418168,0.006271271,dog,3793935,3212001,455211,0.069490171,head,4946761,2537832,460864,0.065615288,fur,103280,222495,2383,0.007368766,sandbar-s,163072,332081,14725,0.030649754,zigzagged,1618176,516536,47632,0.022822316
179,scene,plaza-s,0.028184878,white-c,72511065,3743355,544820,0.007196181,building,35246027,3506667,1053070,0.02793317,coach,689166,1418573,30444,0.014655598,paper,471596,151422,990,0.001591568,plaza-s,439040,1490680,52898,0.028184878,,24924928,322232,313797,0.012585426
180,scene,cathedral-indoor-s,0.048925552,red-c,21004512,3733023,161592,0.006575211,train,1646804,2042123,102119,0.028470718,head,4946761,627350,94346,0.017217162,wallpaper,479323,727571,8094,0.006751752,cathedral-indoor-s,313600,1049484,63579,0.048925552,interlaced,1630720,588618,44697,0.020553737
181,object,plant,0.08275263,green-c,63326720,3641918,1134901,0.017238897,plant,3760075,2435062,473482,0.08275263,pot,422616,867151,36919,0.02946806,foliage,30325,585266,7259,0.011932629,florist_shop-indoor-s,225792,1314760,25191,0.016623762,frilly,1618176,170108,13450,0.007578174
182,scene,street-s,0.069607971,green-c,63326720,3761253,538394,0.008090119,building,35246027,3665091,1545894,0.041372534,balcony,317196,1409758,19881,0.011646251,food,1104928,48183,1286,0.001116489,street-s,28111104,2756598,2008809,0.069607971,potholed,1580544,66381,9133,0.00557641
183,object,horse,0.152159397,black-c,139916835,3781861,830545,0.005813367,horse,1230680,3060472,566709,0.152159397,torso,7669375,2235513,651175,0.070369051,food,1104928,666606,25273,0.014472636,market-outdoor-s,363776,783209,67035,0.062072318,,24924928,215866,174419,0.006986156
184,scene,childs_room-s,0.093612471,pink-c,18491188,3701836,218136,0.009926603,cradle,157375,2041985,69338,0.032552715,head,4946761,1247615,127616,0.021035281,carpet,4405463,1091515,35368,0.006475746,childs_room-s,965888,1492987,210478,0.093612471,freckled,1555456,198643,32827,0.019071361
185,object,horse,0.118540863,brown-c,182265724,3722435,1105029,0.005976906,horse,1230680,2478510,393093,0.118540863,neck,812426,1563376,62607,0.027065163,wood,9793596,1074278,63982,0.005922125,dining_room-s,5694976,993371,407967,0.064958967,,24924928,128419,126046,0.005056544
186,scene,catwalk-s,0.082641319,pink-c,18491188,3808541,191335,0.008654405,bird,1030707,2691812,283509,0.082439132,torso,7669375,2427365,484810,0.050438361,skin,177664,763534,11513,0.012383764,catwalk-s,137984,256786,30134,0.082641319,freckled,1555456,116657,19024,0.011508152
187,texture,spiralled,0.070487314,red-c,21004512,3761568,239033,0.00974569,bench,486371,1621503,47415,0.023011863,column,193649,429406,10913,0.017827563,food,1104928,984668,69628,0.034469853,church-indoor-s,301056,955566,66067,0.055492606,spiralled,1605632,674157,150115,0.070487314
188,object,bench,0.035270735,brown-c,182265724,3679009,1177445,0.006372584,bench,486371,2134186,89280,0.035270735,footboard,366693,707832,15209,0.014357378,granite,1315719,926766,21716,0.009778595,church-indoor-s,301056,1485498,59593,0.034507438,,24924928,145563,135825,0.005447236
189,texture,chequered,0.07788821,red-c,21004512,3662827,720888,0.030104169,signboard,661129,1552140,21318,0.009725582,shop window,233888,674441,9476,0.010542324,food,1104928,838027,23252,0.01211229,television_studio-s,200704,757099,23817,0.025500382,chequered,1530368,861536,172839,0.07788821
190,scene,attic-s,0.112359601,orange-c,30348501,3719257,258550,0.007647325,house,1833277,1929647,94973,0.025892658,headboard,500152,845066,23339,0.017655928,painted,13470129,1198136,140052,0.009640002,attic-s,1216768,1531560,277609,0.112359601,,24924928,137130,133857,0.005369702
191,scene,swimming_pool-outdoor-s,0.063728193,green-c,63326720,3722640,497266,0.007471831,plant,3760075,2656486,186664,0.029962614,pot,422616,923376,30580,0.023247469,tile,3959469,435603,36285,0.008324564,swimming_pool-outdoor-s,263424,1396009,99417,0.063728193,spiralled,1605632,430135,22568,0.011210019
192,scene,bakery-shop-s,0.045361757,brown-c,182265724,3639102,1260364,0.006825897,fireplace,390206,1838055,53857,0.024768626,seat cushion,340448,638222,15212,0.01578896,brick,422313,1402465,15592,0.00861824,bakery-shop-s,715008,1188440,82597,0.045361757,,24924928,173044,145091,0.005814599
193,scene,skyscraper-s,0.20325554,blue-c,61494563,3808096,692195,0.010713358,skyscraper,1270392,2473755,546925,0.171062566,body,1291612,329196,27934,0.017536855,ceramic,679072,113110,1617,0.002045373,skyscraper-s,4402944,1930637,1069877,0.20325554,chequered,1530368,1113777,122668,0.048649264
194,texture,striped,0.114302401,black-c,139916835,3692673,815532,0.005711249,fence,2236367,1938048,85608,0.020937158,shaft,46090,577275,7202,0.011688466,concrete,382930,509917,10310,0.01168223,nursery-s,827904,862308,46225,0.028117619,striped,2433536,989221,351098,0.114302401
195,scene,carrousel-s,0.122683558,orange-c,30348501,3680452,199754,0.005904781,carousel,134810,1823570,77763,0.041349727,head,4946761,749317,100881,0.018029928,metal,3462561,763372,42093,0.010060853,carrousel-s,200704,661746,94246,0.122683558,spiralled,1605632,728091,93008,0.041508179
196,scene,nursery-s,0.048797937,black-c,139916835,3670652,789376,0.005527916,railing,875712,2354767,102694,0.032832819,balcony,317196,872586,16917,0.014423655,wood,9793596,581415,34579,0.003344058,nursery-s,827904,1180500,93446,0.048797937,grooved,1505280,226154,22879,0.013390848
197,object,house,0.062933862,pink-c,18491188,3780795,133447,0.006027815,house,1833277,2897392,280092,0.062933862,roof,443437,1032456,43935,0.030681766,fabric,8548746,594216,93848,0.01037096,gazebo-exterior-s,363776,2071641,100414,0.043003799,,24924928,261339,234804,0.00941043
198,scene,corridor-s,0.062159006,brown-c,182265724,3782043,1129882,0.006110182,pool table,435101,2097107,114361,0.047298692,hair,1159565,700115,21738,0.011827359,painted,13470129,1135924,72670,0.005000212,corridor-s,1530368,1441042,173891,0.062159006,,24924928,250208,248223,0.009958032
199,scene,fire_escape-s,0.064763915,black-c,139916835,3821127,1026525,0.007193011,bridge,432492,1862588,56887,0.025416486,fire escape,51663,559427,35365,0.061426897,brick,422313,545773,4314,0.004476162,fire_escape-s,163072,953761,67931,0.064763915,cobwebbed,1505280,339764,25590,0.014064659
200,part,headboard,0.046634717,yellow-c,34166024,3679922,204139,0.005423199,bed,5899566,1863020,255192,0.033992088,headboard,500152,673069,52275,0.046634717,fabric,8548746,1124055,160463,0.016868934,castle-s,865536,1333388,96106,0.045703432,pitted,1831424,192852,14774,0.00735207
201,scene,corridor-s,0.059901367,pink-c,18491188,3749930,198450,0.009002994,dog,3793935,1983238,249632,0.045161492,head,4946761,1384666,225344,0.036904837,fabric,8548746,1095521,100992,0.010582531,corridor-s,1530368,634294,122338,0.059901367,freckled,1555456,347968,32892,0.017584302
202,scene,street-s,0.040531138,green-c,63326720,3738940,607367,0.00913907,building,35246027,2894037,1090462,0.029432489,hair,1159565,1324617,48714,0.020001905,glass,2246777,514077,25517,0.009328649,street-s,28111104,2017267,1173571,0.040531138,,24924928,98872,83748,0.003357972
203,scene,cockpit-s,0.093505563,orange-c,30348501,3742992,228018,0.00673345,seat,1488057,1715350,113217,0.036637553,top,381885,276811,7105,0.010904079,carpet,4405463,1087492,52790,0.00970375,cockpit-s,539392,1237595,151950,0.093505563,studded,1593088,262429,17371,0.009450283
204,scene,staircase-s,0.19166387,black-c,139916835,3908737,866391,0.006060408,stairway,494268,1067000,179232,0.129686926,fire escape,51663,271079,10566,0.033846292,concrete,382930,792685,25896,0.022523765,staircase-s,865536,654212,244432,0.19166387,lined,1568000,128514,9088,0.005385718
205,scene,forest_path-s,0.055901308,green-c,63326720,3665730,759685,0.011469927,bush,776932,2321857,66298,0.021862555,trunk,43897,605361,5606,0.008709675,painted,13470129,701407,124416,0.008857047,forest_path-s,313600,1432563,92445,0.055901308,stratified,1568000,319749,27295,0.01467115
206,scene,supermarket-s,0.070927758,red-c,21004512,3817191,170697,0.006924545,shelf,1919975,2617655,270043,0.063277679,shop window,233888,589884,8865,0.010878542,food,1104928,934587,27997,0.013918344,supermarket-s,388864,1651912,135161,0.070927758,,24924928,375081,351513,0.014089547
207,texture,interlaced,0.079299318,grey-c,159331282,3784329,901710,0.005558771,washer,211900,2678516,57403,0.020262173,roof,443437,650274,9405,0.008673751,granite,1315719,314554,13225,0.008178483,cloister-indoor-s,263424,1836198,74513,0.036794563,interlaced,1630720,754552,175253,0.079299318
208,object,shelf,0.049631919,black-c,139916835,3744281,840024,0.005881652,shelf,1919975,2601431,213795,0.049631919,balcony,317196,1015487,50222,0.039160645,cardboard,114873,440950,1452,0.002619185,archive-s,338688,2044728,86267,0.037553942,grid,1682240,299064,43647,0.022525659
209,object,person,0.037453878,white-c,72511065,3679772,574075,0.007591901,person,14523849,2182415,603125,0.037453878,leg,2786636,1506463,115399,0.027622615,fabric,8548746,1008193,97124,0.010267008,martial_arts_gym-s,188160,671444,29020,0.034939272,,24924928,144757,134832,0.005407371
210,scene,airport_terminal-s,0.052417514,brown-c,182265724,3726222,1149887,0.006220916,sofa,4094071,2101124,155453,0.025738351,seat cushion,340448,847650,43881,0.038350243,granite,1315719,1423322,36942,0.013671594,airport_terminal-s,1480192,1672733,157037,0.052417514,,24924928,143440,142351,0.005710941
211,scene,cockpit-s,0.104917774,black-c,139916835,3730834,938673,0.006577532,airplane,1293178,2859625,198645,0.050236991,screen,677188,1740210,162735,0.072177084,paper,471596,839907,20436,0.015828768,cockpit-s,539392,1212875,166387,0.104917774,,24924928,241586,205475,0.008231829
212,object,grass,0.022745402,green-c,63326720,3705309,555360,0.008354209,grass,12961339,3242313,360362,0.022745402,wheel,1513439,1536376,55368,0.018490225,carpet,4405463,317774,51776,0.01108347,parking_garage-indoor-s,288512,1400197,26629,0.016021491,,24924928,325316,294336,0.011794241
213,scene,poolroom-home-s,0.034295962,blue-c,61494563,3629246,440418,0.006808827,pool table,435101,2346939,80255,0.029704436,wing,323329,1063444,24623,0.01807657,ceramic,679072,353736,17276,0.017011773,poolroom-home-s,1317120,1136350,81354,0.034295962,cobwebbed,1505280,573656,51212,0.025255903
214,texture,chequered,0.101894684,black-c,139916835,3745011,944184,0.006615747,building,35246027,3174112,1969689,0.05403744,balcony,317196,1225313,46996,0.031424668,concrete,382930,56248,426,0.000970936,building_facade-s,3148544,2142893,363336,0.073727385,chequered,1530368,560324,193331,0.101894684
215,scene,theater-indoor_procenium-s,0.043244393,red-c,21004512,3727573,404775,0.016638708,stage,281762,1486791,49894,0.029030773,hair,1159565,648080,14492,0.008081854,metal,3462561,1449231,40577,0.008329955,theater-indoor_procenium-s,288512,741165,42682,0.043244393,smeared,1869056,253662,21214,0.010094675
216,part,headboard,0.036423919,orange-c,30348501,3611369,272685,0.008094621,bed,5899566,1520511,175298,0.024196459,headboard,500152,815242,46228,0.036423919,fabric,8548746,1490128,146892,0.014849602,hotel_room-s,2207744,1039034,70343,0.022145267,crosshatched,1743616,39270,3169,0.00178062
217,texture,freckled,0.066016163,pink-c,18491188,3716222,224581,0.010216201,person,14523849,1329440,601190,0.03941687,hair,1159565,1219612,132182,0.058826121,ceramic,679072,1174751,31022,0.017018863,beauty_salon-s,489216,260195,15045,0.02048706,freckled,1555456,312506,115679,0.066016163
218,object,track,0.060159312,yellow-c,34166024,3691428,238217,0.006332319,track,493725,2032500,143352,0.060159312,coach,689166,705842,31465,0.023075913,metal,3462561,982575,59154,0.013487059,bowling_alley-s,301056,1024649,60002,0.047406066,potholed,1580544,377816,23341,0.012062414
219,object,airplane,0.165023326,blue-c,61494563,3755972,389304,0.006002106,airplane,1293178,3208330,637630,0.165023326,body,1291612,2700698,342267,0.093770676,fabric,8548746,448388,46974,0.005248398,arrival_gate-outdoor-s,451584,460691,57406,0.067151809,,24924928,120659,88319,0.003538809
220,scene,highway-s,0.18787675,grey-c,159331282,3830532,1484711,0.009183187,road,12902886,3731232,1611820,0.107295169,wheel,1513439,1211519,42812,0.015961845,concrete,382930,30466,648,0.001569965,highway-s,4076800,2165073,987226,0.18787675,potholed,1580544,182720,41130,0.023883159
221,scene,amusement_park-s,0.082368761,red-c,21004512,3742442,263357,0.010756467,arcade machine,232378,2606138,125061,0.046089211,shop window,233888,861326,21286,0.019820696,paper,471596,676255,5999,0.005253746,amusement_park-s,564480,1781130,178502,0.082368761,paisley,1555456,272413,28963,0.016100341
222,object,grass,0.111447962,green-c,63326720,3813101,2102819,0.032332656,grass,12961339,3661669,1666835,0.111447962,wheel,1513439,1329002,17235,0.00610044,foliage,30325,122973,1845,0.012181997,golf_course-s,388864,1863640,122854,0.057687413,,24924928,367782,306869,0.012281716
223,object,house,0.052824194,blue-c,61494563,3757504,379440,0.005849,house,1833277,3349029,260016,0.052824194,body,1291612,1752447,117925,0.040300615,metal,3462561,190068,7273,0.001995141,geodesic_dome-outdoor-s,250880,1329202,49390,0.032266452,,24924928,305436,265186,0.010622235
224,scene,oast_house-s,0.04640463,pink-c,18491188,3641887,177713,0.008094287,person,14523849,2253785,581933,0.035931325,body,1291612,1709380,87038,0.02986938,food,1104928,1074428,17764,0.008218017,oast_house-s,150528,603868,33455,0.04640463,freckled,1555456,206657,31118,0.017976944
225,texture,chequered,0.038284718,blue-c,61494563,3727085,420765,0.006493199,building,35246027,2097901,926277,0.025434837,windows,68737,766403,18602,0.022781548,glass,2246777,721759,19556,0.006631445,apartment_building-outdoor-s,928256,1647649,63814,0.025402742,chequered,1530368,228966,64872,0.038284718
226,scene,bathroom-s,0.068718805,grey-c,159331282,3718681,1183296,0.007310313,toilet,310112,1253496,65179,0.043498224,lid,90429,869314,25802,0.027627013,tile,3959469,1039670,126875,0.026040256,bathroom-s,9257472,1108923,666561,0.068718805,chequered,1530368,43068,28577,0.018498128
227,texture,cracked,0.036325799,brown-c,182265724,3754813,1933866,0.010505193,earth,4188226,2498515,229102,0.035477672,wheel,1513439,1185716,42829,0.016123398,granite,1315719,601067,22960,0.012123606,savanna-s,137984,1038130,35646,0.03125559,cracked,1593088,474554,72476,0.036325799
